Key,Type,Desc,English,French,Spanish,German,Russian,Italian,Chinese Simplified,Japanese,Korean,Brazilian Portuguese,Turkish,Thai,Indonesian,Polish,Ukrainian,Arabic,Portuguese,Lithuanian
XTRA/NetChat_NoPlayer,Text,,No player with number ,Numéro de joueur introuvable,Ningún jugador con número ,Kein Spieler mit dieser Zahl ,Нет игрока с таким номером. ,Nessun giocatore con numero ,没有带号码的玩家 ,番号が付いたプレイヤーがいません ,번호가 있는 플레이어 없음 ,Sem jogador com número ,Bu numaralı bir oyuncu yok:,ไม่มีผู้เล่นหมายเลขนี้ ,Tidak ada pemain dengan angka ,Brak gracza z numerem ,Відсутній гравець із номером ,,Nenhum jogador com o número ,Nėra žaidėjo su numeriu 
XTRA/gunsOn,Text,,Lobby fireworks on,Feux d'artifice du salon activés,Fuegos artificiales del vestíbulo encendidos,Lobby-Feuerwerk ein,Фейерверки в лобби включены.,Fuochi d'artificio nella lobby SÌ,大厅烟花打开,ロビー花火 オン,로비 폭죽 켜기,Fogos de artifício de lobby lig.,Lobi havai fişekleri açık,เปิดดอกไม้ไฟที่ล็อบบี้,Kembang api lobi menyala,Fajerwerki w lobby wł.,Включити феєрверк у лобі,,Fogos de artifício da sala de espera ativados,Įjungta fejerverkų funkcija vestibiulija
XTRA/gunsOff,Text,,Lobby fireworks off,Feux d'artifice du salon désactivés,Fuegos artificiales del vestíbulo apagados,Lobby-Feuerwerk aus,Фейерверки в лобби отключены.,Fuochi d'artificio nella lobby NO,大厅烟花关闭,ロビー花火 オフ,로비 폭죽 끄기,Fogos de artifício de lobby des.,Lobi havai fişekleri kapalı,ปิดดอกไม้ไฟที่ล็อบบี้,Kembang api lobi mati,Fajerwerki w lobby wył.,Відключити феєрверк у лобі,,Fogos de artifício da sala de espera desativados,Išjungta fejerverkų funkcija vestibiulija
XTRA/gunsHelp,Text,,/bang - toggle lobby fireworks  ,/bang - activer les feux d'artifice du salon,/bang - alternar fuegos artificiales del vestíbulo  ,/bang - Lobby-Feuerwerk ein/aus  ,/bang — включение/отключение фейерверков в лобби.  ,/bang - Attiva o disattiva i fuochi d'artificio nella lobby  ,/bang - 切换大厅烟花  ,/bang - ロビー花火を切り替え  ,/bang - 로비 폭죽 전환  ,/bang - alterna fogos de artifício do lobby  ,/bang - lobi havai fişeklerini aç/kapat  ,/bang - เปิด/ปิดดอกไม้ไฟที่ล็อบบี้  ,/bang - mengaktifkan dan mematikan kembang api lobi  ,/bang – włącz fajerwerki w lobby  ,/bang ― переключення феєрверка в лобі,,/bang - alternar fogos de artifício da sala de espera,/bang - perjungti vestibiulio fejerverkus
WORKSHOP/MainMenu,Text,,MAIN MENU,MENU PRINCIPAL,MENÚ PRINCIPAL,HAUPTMENÜ,ГЛАВНОЕ МЕНЮ,MENU PRINCIPALE,主菜单,メインメニュー,주 메뉴,MENU PRINCIPAL,ANA MENÜ,เมนูหลัก,MENU UTAMA,MENU GŁÓWNE,ГОЛОВНЕ МЕНЮ,,MENU PRINCIPAL,PAGRINDINIS MENIU
WORKSHOP/Refresh,Text,,REFRESH,ACTUALISER,RECARGAR,NEU LADEN,ОБНОВИТЬ,RICARICA,刷新,更新,새로 고침,ATUALIZAR,YENİLE,รีเฟรช,SEGARKAN,ODŚWIEŻ,ОНОВИТИ,,ATUALIZAR,ATNAUJINTI
WORKSHOP/LevelRestriction,Text,,20 Level Limit Reached. Please unsubscribe some levels to free space.,Limite du niveau 20 atteinte. Veuillez vous désabonner de niveaux pour libérer de l'espace.,Has alcanzado el límite de 20 niveles. Anula tu suscripción a algunos niveles para liberar espacio.,"Begrenzung auf 20 Levels erreicht. Beende dein Abo für einige Levels, um Platz zu schaffen.","Достигнут лимит: можно иметь не больше 20 уровней. Аннулируйте некоторые уровни, чтобы освободить место.",Raggiunto il limite del 20° livello. Rimuovere alcuni livelli per liberare dello spazio.,达到20个关卡上限。请取消订阅一些关卡以获得可用空间。,レベル20の上限に到達しました。レベルを幾つか登録解除して空きを作ってください。,20 레벨 제한에 도달했습니다. 일부 레벨의 구독을 해제해 여유 공간을 마련하세요.,Limite do nível 20 alcançado. Cancele a inscrição em alguns níveis para liberar espaço.,20 Seviye Sınırına Ulaşıldı. Lütfen yer açmak için bazı seviyelerin aboneliğini kaldır.,ถึงขีดจำกัด 20 ด่านแล้ว โปรดเลิกสมัครด่านบางด่านออกเพื่อเพิ่มเนื้อที่,20 Batas Level Tercapai. Silakan batal langganan beberapa level untuk mengosongkan ruang.,"Osiągnięto limit 20 poziomów. Aby zwolnić miejsce, anuluj subskrypcję niektórych poziomów.","Досягнуто ліміту: можна мати максимум 20 рівнів. Анулюйте деякі рівні, щоб звільнити місце.",,Foi atingido o Limite de 20 Níveis. Anula a subscrição de alguns níveis para libertares espaço.,"Pasiekta 20 lygių riba. Atsisakykite kelių lygių, kad atlaisvintumėte atmintį."
WORKSHOP/PleaseUpload,Text,,Please publish all Local Levels to the Workshop and subscribe to play them in Multiplayer.,Veuillez publier tous vos niveaux locaux dans l'atelier et vous y abonner pour y jouer en multijoueur.,Publica todos los niveles locales en Workshop y suscríbete para jugarlos en el modo multijugador.,"Bitte veröffentliche alle lokalen Level im Workshop und abonniere sie, um sie im Mehrspieler-Modus zu spielen.","Отправьте все пользовательские уровни в мастерскую и подпишитесь, чтобы сыграть в многопользовательской игре.",Pubblica tutti i livelli locali nel laboratorio e iscriviti per giocarli in multigiocatore.,请将所有自定义关卡发布至工坊，并选择多人模式游戏。,全てのカスタムレベルをワークショップに投稿して、マルチプレイヤーで登録してプレイしてください。,모든 로컬 레벨을 창작마당에 출판하고 구독해 멀티 플레이에서 플레이하세요.,"Por favor, publique todos os níveis locais para a oficina e inscreva-se para jogá-los no Multijogador.",Lütfen tüm Yerel Seviyeleri atölyeye yükle ve onları Çok Oyunculu modda oynamak için abone ol.,โปรดเผยแพร่ด่านในเครื่องไปที่เวิร์กช็อป แล้วสมัครเพื่อเล่นในโหมดผู้เล่นหลายคน,Publikasikan semua Level Lokal ke Workshop dan berlangganan untuk bermain dalam mode Multiplayer.,"Aby grać w trybie wieloosobowym, prześlij wszystkie lokalne poziomy do Warsztatu i dokonaj subskrypcji.","Імпортуйте всі користувацькі рівні в майстерню й підпишіться, щоб зіграти в гру з багатьма користувачами.",,Envia todos os Níveis Locais para a Oficina e subscreve para jogares em Multijogador.,Į dirbtuvę įkelkite visus „Local Levels“ (vietinius lygius) ir registruokitės žaisti kelių žaidėjų režimu.
WORKSHOP/ShowPickADream,Text,,PICK A DREAM,CHOISIR UN RÊVE,ELEGIR UN SUEÑO,WÄHLE EINEN TRAUM,ВЫБЕРИТЕ МЕЧТУ,SELEZIONA UN SOGNO,选择一个梦境,ドリームを選択,꿈 선택,ESCOLHA UM SONHO,BİR RÜYA SEÇ,เลือกความฝัน,AMBIL DREAM,WYBIERZ SEN,ВИБЕРІТЬ МРІЮ,,ESCOLHE UM SONHO,PASIRINKITE SAPNĄ
WORKSHOP/ShowSubscribed,Text,,SUBSCRIBED LEVELS,NIVEAUX AUXQUELS VOUS ÊTES ABONNÉ(E),NIVELES CON SUSCRIPCIÓN,ABONNIERTE LEVELS,ПОДПИСАННЫЕ УРОВНИ,LIVELLI SOTTOSCRITTI,订阅关卡,登録レベル,구독한 레벨,NÍVEIS INSCRITOS,ABONE OLUNAN SEVİYELER,ด่านที่สมัคร,LEVEL BERLANGGANAN,SUBSKRYBOWANE POZIOMY,ПІДПИСАНІ РІВНІ,,NÍVEIS SUBSCRITOS,REGISTRUOTIEJI LYGIAI
WORKSHOP/ShowSubscribedMixed,Text,,Subscribed Levels,Niveaux auxquels vous êtes abonné(e),Niveles con suscripción,Abonnierte Levels,Подписанные уровни,Livelli sottoscritti,订阅关卡,登録レベル,구독한 레벨,Níveis Inscritos,Abone Olunan Seviyeler,ด่านที่สมัคร,Level Berlangganan,Subskrybowane poziomy,Підписані рівні,,Níveis subscritos,Registruotieji lygiai
WORKSHOP/ShowLocal,Text,,LOCAL LEVELS,NIVEAUX LOCAUX,NIVELES LOCALES,LOKALE LEVEL,ЛОКАЛЬНЫЕ УРОВНИ,LIVELLI LOCALI,本地关卡,ローカルレベル,로컬 레벨,NÍVEIS LOCAIS,YEREL SEVİYELER,ด่านในเครื่อง,LEVEL LOKAL,LOKALNE POZIOMY,ЛОКАЛЬНІ РІВНІ,,NÍVEIS LOCAIS,VIETINIAI LYGIAI
WORKSHOP/ShowLocalMixed,Text,,Local Levels,Niveaux locaux,Niveles locales,Lokale Level,Локальные уровни,Livelli locali,本地关卡,ローカルレベル,로컬 레벨,Níveis Locais,Yerel Seviyeler,ด่านในเครื่อง,Level Lokal,Lokalne poziomy,Локальні рівні,,Níveis locais,Vietiniai lygiai
WORKSHOP/OpenWorkshop,Text,,OPEN STEAM WORKSHOP,OUVRIR L'ATELIER,ABRIR STEAM WORKSHOP,STEAM-WORKSHOP ÖFFNEN,ОТКРЫТЬ МАСТЕРСКУЮ STEAM,Apri laboratorio Steam,打开 STEAM 工坊,STEAMワークショップを開く,STEAM 창작마당 열기,ABRIR OFICINA STEAM,STEAM ATÖLYESİNİ AÇ,เปิด STEAM เวิร์กช็อป,WORKSHOP STEAM TERBUKA,OTWÓRZ WARSZTAT STEAM,ВІДКРИТИ МАЙСТЕРНЮ STEAM,,ABRIR OFICINA STEAM,ATIDARYKITE „STEAM“ DIRBTUVES
WORKSHOP/NoLocalLevels,Text,,No local levels. Use the Workshop to build some.,Aucun niveau local. Servez-vous de l'atelier pour en construire.,No hay niveles locales. Usa Workshop para construir algunos.,"Keine lokalen Level. Nutze den Workshop, um ein paar zu erstellen.",Нет локальных уровней. Создайте их в мастерской.,Nessun livello locale. Usa il laboratorio per costruirne alcuni.,找不到本地关卡。通过工坊构建几个关卡。,ローカルレベル無し。ワークショップで作成してください。,로컬 레벨이 없습니다. 창작마당을 사용해 만들어 보세요.,Nenhum nível local. Use a Oficina para criar alguns.,Yerel seviye yok. İnşa etmek için Atölyeyi kullan.,ไม่มีด่านในเครื่อง ลองใช้เวิร์กช็อปเพื่อสร้างด่านดูสิ,Tidak ada level lokal. Gunakan Workshop untuk membuatnya.,"Brak lokalnych poziomów. Użyj Warsztatu, aby je stworzyć.",Немає локальних рівнів. Створіть їх у майстерні.,,Nenhum nível local. Usa a Oficina para construíres alguns.,Nėra vietinių lygių. Sukurkite juos naudodamiesi dirbtuvėmis.
WORKSHOP/OpenWorkshopLevel,Text,,SHOW LEVEL IN WORKSHOP,AFFICHER LE NIVEAU DANS L'ATELIER,MOSTRAR NIVEL EN WORKSHOP,LEVEL IM WORKSHOP ANZEIGEN,ПОКАЗАТЬ УРОВЕНЬ В МАСТЕРСКОЙ,MOSTRA I LIVELLI NEL LABORATORIO,在工坊中显示关卡,ワークショップでレベルを表示する,창작마당에서 레벨 보기,MOSTRAR NÍVEL NA OFICINA,SEVİYEYİ ATÖLYEDE GÖSTER,แสดงด่านในเวิร์กช็อป,TAMPILKAN LEVEL DI WORKSHO,POKAŻ POZIOM W WARSZTACIE,ПОКАЗАТИ РІВЕНЬ У МАЙСТЕРНІ,,MOSTRAR NÍVEL NA OFICINA,RODYTI LYGĮ DIRBTUVĖSE
WORKSHOP/RecommendedPlayers,Text,,Recommended Players,Pour,Jugadores recomendados,Empfohlene Spieler,Рекомендованные игроки,Espellendo il giocatore…,推荐玩家,推奨プレイヤー,추천한 플레이어,Jogadores Recomendados,Tavsiye Edilen Oyuncular,ผู้เล่นที่แนะนำ,Pemain Direkomendasikan,Polecani gracze,Рекомендовані гравці,,Jogadores recomendados,Rekomenduojami žaidėjai
WORKSHOP/Themes,Text,,Themes,Thèmes,Temas,Motive,Темы,Temi,主题,テーマ,테마,Temas,Temalar,ธีม,Tema,Motywy,Теми,,Temas,Temos
WORKSHOP/LevelType,Text,,Level Type,Type de niveau,Tipo de nivel,Level-Typ,Тип уровня,Tipo di livello,关卡类型,レベルタイプ,레벨 유형,Tipo de Nível,Seviye Türü,ประเภทด่าน,Tipe Level,Rodzaj poziomu,Тип рівня,,Tipo de nível,Lygio tipas
WORKSHOP/LevelTypeDesc0,Text,,Singleplayer,Solo,Un jugador,Einzelspieler,Одиночная игра,Giocatore singolo,单人模式,シングルプレイヤー,싱글 플레이,Um jogador,Tek Oyunculu,เล่นคนเดียว,Singleplayer,Gra solowa,Один гравець,,Um jogador,Vienas žaidėjas
WORKSHOP/LevelTypeDesc1,Text,,Multiplayer,Multijoueur,Multijugador,Mehrspieler,Многопользовательская игр,Multigiocatore,多人模式,マルチプレイヤー,멀티 플레이,Multijogador,Çok Oyunculu,เล่นหลายคน,Multiplayer,Gra wieloosobowa,Багато гравців,,Multijogador,Keletas žaidėjų
WORKSHOP/LevelTypeDesc2,Text,,Lobby,Salon,Vestíbulo,Lobby,Лобби,Lobby,大厅,ロビー,로비,Lobby,Lobi,ล็อบบี้,Lobi,Lobby,Лобі,,Sala de espera,Vestibiulis
WORKSHOP/RecommendedPlayersDesc0,Text,,1 Player,1 joueur,1 jugador,1 Spieler,1 игрок,1 Giocatore,1名玩家,1プレイヤー,플레이어 1,1 Jogador,1 Oyuncu,ผู้เล่น 1 คน,1 Pemain,1 gracz,1 гравець,,1 jogador,1 žaidėjas
WORKSHOP/RecommendedPlayersDesc1,Text,,2 Players,2 joueurs,2 jugadores,2 Spieler,2 игрока,2 Giocatori,2名玩家,2プレイヤー,플레이어 2,2 Jogadores,2 Oyuncu,ผู้เล่น 2 คน,2 Pemain,2 graczy,2 гравці,,2 jogadores,2 žaidėjai
